author,fname,lname,gender,pubtitle,date,id
"Michelmore, Katherine",Katherine, Michelmore,female,Social science research,2017,680
"Conway, Katherine",Katherine, Conway,female,Computers & Education,2015,532
"Phillips, Katherine",Katherine, Phillips,female,Journal of Research in Gender Studies,2016,8
"Miner, Kathi",Kathi,Miner,NA,Journal of Women and Minorities in Science and Engineering,2017,389
"Miner, Kathi",Kathi, Miner,NA,Psychology of Women Quarterly,2013,1480
"Smith, Kathleen",Kathleen,Smith,female,Social Sciences,2018,969
"Lehman, Kathleen",Kathleen, Lehman,female,Physical Review Physics Education Research,2016,66
"Fane, Kathleen",Kathleen, Fane,female,Journal of Medical Internet Research,2018,844
"Buse, Kathleen",Kathleen,Buse,female,Frontiers in Psychology,2014,759
"Buse, Kathleen",Kathleen, Buse,female,Frontiers in Psychology,2017,771
"Lehman, Kathleen",Kathleen,Lehman,female,Computer Science Education,2017,1220
"Lehman, Kathleen",Kathleen, Lehman,female,Journal of Higher Education,2017,1262
"Buse, Kathleen",Kathleen,Buse,female,Career Development International,2013,691
"Plank, Kathryn",Kathryn, Plank,female,International Journal of Science Education,2018,1246
"Boucher, Kathryn",Kathryn,Boucher,female,Frontiers in Psychology,2017,727
"Lavelle, Kathryn",Kathryn, Lavelle,female,Journal of Leadership Studies,2013,878
"Stofer, Kathryn",Kathryn, Stofer,female,Journal of Agricultural Education,2015,14
"Aloisio, Kathryn",Kathryn, Aloisio,female,Cell Biology Education,2017,202
"Holland, Kathryn",Kathryn, Holland,female,Psychology of Women Quarterly,2015,1515
"Clancy, Kathryn B.",Kathryn B., Clancy,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,306
"Clancy, Kathryn B.",Kathryn B., Clancy,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,333
"Hinsen, Katie",Katie, Hinsen,female,SMPTE Motion Imaging Journal,2018,1570
"Lawson, Katie",Katie,Lawson,female,Sex Roles,2018,1786
"O'Leary, Katie",Katie, O'Leary,female,Journal of Technology Transfer,2017,1697
"Lee, Katrina",Katrina, Lee,female,Ohio Journal of Science,2017,1052
"Piatek-Jimenez, Katrina",Katrina,Piatek-Jimenez,female,International Journal of Science Education,2018,1240
"Claw, Katrina",Katrina,Claw,female,Genome biology,2016,1918
"Taylor, Kay Ann",Kay Ann,Taylor,NA,Journal of Veterinary Medical Education,2009,1878
"Hui, Kayi",Kayi, Hui,NA,Journal of vocational behavior,2015,627
"Okada, Kazunori",Kazunori, Okada,NA,ACM Conference on Innovation and Technology in Computer Science Education,2018,347
"Pituch, Keenan",Keenan, Pituch,male,Science Education,2018,905
"Watkins, Keiana",Keiana, Watkins,female,CBE Life Sciences Education,2017,191
"Herzog, Keith",Keith, Herzog,male,Journal of Women and Minorities in Science and Engineering,2016,395
"Enns, Kellie",Kellie,Enns,female,Journal of Agricultural Education,2015,15
"Duran, Kelly",Kelly, Duran,female,Social Cognitive and Affective Neuroscience,2018,1089
"Cross, Kelly",Kelly,Cross,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,305
"Zamudio, Kelly",Kelly, Zamudio,female,BioScience,2018,1065
"Baker, Kelly",Kelly,Baker,female,Women in Higher Education,2016,926
"Wickersham, Kelly",Kelly,Wickersham,female,Community College Journal of Research & Practice,2016,1213
"Mack, Kelly",Kelly,Mack,female,New Directions for Higher Education,2013,931
"Cross, Kelly",Kelly, Cross,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,331
"Mulvey, Kelly",Kelly,Mulvey,female,Journal of experimental child psychology,2017,579
"Mulvey, Kelly Lynn",Kelly Lynn,Mulvey,NA,Early Childhood Research Quarterly,2018,1100
"Chappetta, Kelsey",Kelsey, Chappetta,female,Sex Roles,2016,1797
"DeLaine, Kendra",Kendra, DeLaine,female,Review of Research in Education,2018,1522
"Rice, Kenneth",Kenneth,Rice,male,Journal of vocational behavior,2013,620
"Rice, Kenneth",Kenneth,Rice,male,Journal of Counseling Psychology,2015,93
"Wilkins-Yel, Kerrie",Kerrie,Wilkins-Yel,NA,Journal of Vocational Behavior,2018,617
"Wilkins, Kerrie",Kerrie, Wilkins,NA,Journal of Career Assessment,2015,1382
"Wilkins-Yel, Kerrie",Kerrie,Wilkins-Yel,NA,Journal of Vocational Behavior,2018,1961
"Oschatz, Kerstin",Kerstin, Oschatz,female,Journal of educational psychology,2017,141
"Bonham, Kevin",Kevin,Bonham,male,PLoS Computational Biology,2017,1127
"Rask, Kevin",Kevin,Rask,male,Economics of Education Review,2010,552
"Cappaert, Kevin",Kevin, Cappaert,male,Journal of vocational behavior,2016,599
"Brown, Kevin",Kevin, Brown,male,Frontiers in Psychology,2017,743
"Cappaert, Kevin",Kevin, Cappaert,male,Journal of vocational behavior,2013,633
"Eggan, Kevin",Kevin, Eggan,male,Cell Stem Cell,2015,456
"Mahoney, Kevin",Kevin, Mahoney,male,Journal of Career Assessment,2012,1385
"Ramli, Khalijah",Khalijah, Ramli,NA,Procedia Economics and Finance,2016,656
"Weeden, Kim",Kim, Weeden,female,Social science research,2013,676
"Weeden, Kim",Kim,Weeden,female,Sociological Science,2017,1566
"Shauman, Kimberlee",Kimberlee, Shauman,female,Annual Review of Sociology,2015,342
"Shauman, Kimberlee",Kimberlee,Shauman,female,Social Sciences,2017,994
"Jackson, Kimberly",Kimberly,Jackson,female,Peer review,2014,364
"Fath, Kimberly",Kimberly, Fath,female,Journal of Leadership Studies,2013,876
"Bryan, Kimberly",Kimberly, Bryan,female,Gender and Education,2018,1235
"Jeffers, Kimberly",Kimberly, Jeffers,female,Journal of Women and Minorities in Science and Engineering,2011,431
"Griffin, Kimberly",Kimberly, Griffin,female,PLoS ONE,2014,1132
"Harris, Kimberly",Kimberly, Harris,female,Science Education,2014,911
"Talley, Kimberly",Kimberly,Talley,female,International Journal of STEM Education,2017,1646
"Jeffers, Kimberly",Kimberly, Jeffers,female,Journal of Women and Minorities in Science and Engineering,2011,436
"Freeman, Kimberly",Kimberly, Freeman,female,Review of Research in Education,2018,1520
"Gray, Kimberlyn",Kimberlyn, Gray,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,322
"Thomas, Kirby",Kirby, Thomas,male,Journal of Higher Education,2018,1269
"Thomas, Kirby",Kirby, Thomas,male,Frontiers in psychology,2015,758
"Thomas, Kirby",Kirby, Thomas,male,Frontiers in Psychology,2017,749
"Kokini, Klod",Klod, Kokini,NA,Journal of Women and Minorities in Science and Engineering,2018,401
"Kokini, Klod",Klod, Kokini,NA,Management Communication Quarterly,2015,1423
"Vasquez, Kris",Kris, Vasquez,male,Adultspan Journal,2014,1885
"Minnotte, Krista",Krista, Minnotte,female,Sociological Focus,2018,1300
"Minnotte, Krista",Krista, Minnotte,female,Journal of Diversity in Higher Education,2010,129
"Minnotte, Krista",Krista, Minnotte,female,Journal of Feminist Family Therapy,2017,1260
"Salomon, Kristen",Kristen, Salomon,female,Psychology of Women Quarterly,2018,1493
"Intemann, Kristen",Kristen, Intemann,female,Journal of Diversity in Higher Education,2017,112
"Schilt, Kristen",Kristen, Schilt,female,"Gender, Work and Organization",2017,1915
"Splinter, Kristen",Kristen, Splinter,female,Palgrave Communications,2018,1599
"Haltinner, Kristin",Kristin, Haltinner,female,Social Sciences,2018,972
"Dillon-Lieberman, Kristin",Kristin, Dillon-Lieberman,female,Journal of Career Development,2013,1399
"Smith, Kristin",Kristin,Smith,female,Cell Stem Cell,2015,447
"Harvey, Kristin",Kristin, Harvey,female,Journal of Women and Minorities in Science and Engineering,2017,373
"Smith, Kristin",Kristin, Smith,female,Social Sciences,2017,977
"Smith, Kristin",Kristin, Smith,female,Cell Stem Cell,2015,475
"Lui, Kristine",Kristine, Lui,female,Journal of Women and Minorities in Science and Engineering,2017,418
"Pena, Kylee",Kylee,Pena,female,SMPTE Motion Imaging Journal,2018,1569
"Kim, Kyung-Sun",Kyung-Sun, Kim,NA,Library & Information Science Research,2008,650
"Perez-Felkner, Lara",Lara, Perez-Felkner,female,Frontiers in Psychology,2017,742
"Perez-Felkneri, Lara",Lara,Perez-Felkneri,female,Frontiers in Psychology,2017,747
"Perez-Felkner, Lara",Lara,Perez-Felkner,female,Developmental psychology,2012,86
"Perez-Felkner, Lara",Lara, Perez-Felkner,female,Frontiers in psychology,2015,757
"Abraham-Hilaire, Latecia",Latecia, Abraham-Hilaire,NA,Social Sciences,2018,997
"Briggs, LaTese",LaTese, Briggs,NA,Cell Stem Cell,2015,453
"Perez-Felkner, Laura",Laura,Perez-Felkner,female,Journal of Higher Education,2018,1268
"Perna, Laura",Laura,Perna,female,Research in Higher Education,2009,1727
"Palumbo, Laura",Laura,Palumbo,female,Journal of Academic Librarianship,2016,565
"Bella, Laura",Laura,Bella,female,Group Processes & Intergroup Relations,2016,1352
"Kenefic, Laura",Laura, Kenefic,female,BioScience,2015,1057
"Katz, Laura",Laura,Katz,female,Cell Biology Education,2017,201
"Parson, Laura",Laura,Parson,female,Qualitative Report,2016,1050
"Edwards, Laura",Laura, Edwards,female,Bulletin of the American Meteorological Society,2013,56
"Fogg-Rogers, Laura",Laura,Fogg-Rogers,female,Science Communication,2017,1525
"Kooiman, Laura",Laura, Kooiman,female,Sex Roles,2018,1787
"Rhoton, Laura",Laura,Rhoton,female,Gender & Society,2011,1345
"Paulson, Laura",Laura, Paulson,female,Research in Higher Education,2015,1716
"McCullough, Laura",Laura,McCullough,female,Forum on Public Policy Online,2011,718
"Gelles, Laura",Laura,Gelles,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,291
"Ramsey, Laura",Laura,Ramsey,female,Social Psychology of Education,2013,1825
"Rogers, Laura",Laura, Rogers,female,American Journal of Cultural Sociology,2018,1098
"Rogers, Laura",Laura, Rogers,female,Social Sciences,2017,1000
"Monje-Paulson, Laura",Laura, Monje-Paulson,female,Journal of Higher Education,2017,1266
"Parson, Laura",Laura,Parson,female,NASPA Journal About Women in Higher Education,2017,1290
"Kaeser, Laure",Laure, Kaeser,NA,International Journal of Mentoring and Coaching in Education,2015,700
"Smith-Doerr, Laurel",Laurel, Smith-Doerr,female,Social Sciences,2017,983
"Beckett, Laurel",Laurel, Beckett,female,Journal of Women's Health,2011,1023
"Blackwell, Lauren",Lauren,Blackwell,female,Journal of Diversity in Higher Education,2009,120
"Valentino, Lauren",Lauren, Valentino,female,Economics of Education Review,2015,558
"Valentino, Lauren",Lauren,Valentino,female,Social Currents,2016,1531
"Sullivan, Lauren",Lauren,Sullivan,female,PLoS ONE,2018,1157
"Hawthorne, Lauren",Lauren, Hawthorne,female,Personality and Social Psychology Bulletin,2013,1443
"Hudson, Lauren",Lauren, Hudson,female,Sex Roles,2013,1811
"Russell, Lauren",Lauren,Russell,female,Economics of Education Review,2017,553
"Brewer, Lauren",Lauren, Brewer,female,Sex Roles,2018,1760
"Bowman, Lauren",Lauren, Bowman,female,Science & Public Policy,2014,1085
"O'Brien, Laurie",Laurie,O'Brien,female,Social Psychology of Education,2015,1831
"O'Brien, Laurie",Laurie,O'Brien,female,Cultural diversity & ethnic minority psychology,2014,76
"Glimcher, Laurie",Laurie, Glimcher,female,Cell Stem Cell,2015,460
"Kauffman, Laurie",Laurie, Kauffman,female,American Journal of Physical Anthropology,2018,866
"Clayton, Laurie",Laurie, Clayton,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,329
"Charleston, LaVar",LaVar,Charleston,male,Journal for Multicultural Education,2016,703
"Charleston, LaVar",LaVar,Charleston,male,Journal of Diversity in Higher Education,2014,123
"Melon, Laverne",Laverne, Melon,male,CBE Life Sciences Education,2016,200
"Golubchik, Leana",Leana,Golubchik,female,ACM International Conference on Measurement and Modeling of Computer Systems,2018,349
"Coder, LeAnne",LeAnne, Coder,female,Journal of Economic Psychology,2008,578
"Penn, Lee",Lee, Penn,male,Journal of Counseling Psychology,2018,102
"Thompson, Leisa",Leisa, Thompson,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,262
"Laemmle, Lena",Lena, Laemmle,female,Annals of the New York Academy of Sciences,2016,1891
"Crumpton-Young, Lesia",Lesia, Crumpton-Young,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,301
"Winfield, Leyte",Leyte, Winfield,NA,Peer review,2014,365
"Erpen, Ligia",Ligia, Erpen,female,Scientia Horticulturae,2018,668
"Ma, Lili",Lili, Ma,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,299
"Cortina, Lilia",Lilia, Cortina,female,Psychology of Women Quarterly,2013,1478
"Eby, Lillian",Lillian, Eby,female,CBE Life Sciences Education,2017,194
"Wu, Lillian",Lillian,Wu,female,Issues in Science & Technology,2011,1876
"Ko, Lily",Lily, Ko,female,Journal of Diversity in Higher Education,2015,117
"Ko, Lily",Lily, Ko,female,Journal of Research in Science Teaching,2018,882
"Jiang, Lily",Lily, Jiang,female,Psychological bulletin,2017,179
"Sax, Linda",Linda, Sax,female,New Directions for Institutional Research,2011,945
"Hagedorn, Linda",Linda,Hagedorn,female,Community College Review,2012,1329
"Garavalia, Linda",Linda, Garavalia,female,Leadership & Management in Engineering,2010,221
"Sax, Linda",Linda,Sax,female,Research in Higher Education,2016,1738
"Kamas, Linda",Linda,Kamas,female,Journal of Economic Behavior & Organization,2012,573
"Sax, Linda",Linda,Sax,female,Research in Higher Education,2015,1712
"Subich, Linda",Linda, Subich,female,Journal of vocational behavior,2017,637
"Sax, Linda",Linda,Sax,female,Physical Review Physics Education Research,2016,65
"Sax, Linda",Linda, Sax,female,Computer Science Education,2017,1221
"Sax, Linda",Linda,Sax,female,Journal of Higher Education,2017,1261
"Fuselier, Linda",Linda,Fuselier,female,Journal of Baltic Science Education,2010,1559
"Rice, Lindsay",Lindsay, Rice,female,Sex Roles,2015,1814
"Claiborn, Lindsay",Lindsay,Claiborn,female,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,817
"Anderson, Lindsey",Lindsey, Anderson,female,Management Communication Quarterly,2015,1422
"Anderson, Lindsey",Lindsey, Anderson,female,Journal of Women and Minorities in Science and Engineering,2018,404
"Streamer, Lindsey",Lindsey, Streamer,female,Journal of Applied Social Psychology,2016,1929
"Hopewell, Lindsey",Lindsey,Hopewell,female,Review of Policy Research,2009,1947
"Streamer, Lindsey",Lindsey, Streamer,female,Personality and Social Psychology Bulletin,2018,1437
"Chen, Ling-Ling",Ling-Ling, Chen,NA,Genome biology,2016,1919
"Avallone, Linnea",Linnea,Avallone,female,Bulletin of the American Meteorological Society,2013,53
"Flores, Lisa",Lisa, Flores,female,Journal of vocational behavior,2015,592
"Rosenthal, Lisa",Lisa, Rosenthal,female,Psychological science,2013,1465
"McLoughlin, Lisa",Lisa,McLoughlin,female,Engineering Studies,2009,1229
"Rosenthal, Lisa",Lisa, Rosenthal,female,Journal of Social Issues,2011,1934
"Rosenthal, Lisa",Lisa,Rosenthal,female,Sex Roles,2011,1804
"Benson, Lisa",Lisa, Benson,female,Social Sciences,2018,990
"Torres, Lisette",Lisette, Torres,female,Cultural Studies of Science Education,2015,1601
"Torres, Lisette",Lisette,Torres,female,International Journal of Science in Society,2012,487
"Bergeron, Liz",Liz,Bergeron,female,International Journal of Science and Mathematics Education,2017,1636
"Finkel, Liza",Liza,Finkel,female,Journal of Science Education and Technology,2017,1695
"Park, Lora",Lora,Park,female,Personality and Social Psychology Bulletin,2011,1428
"Park, Lora",Lora,Park,female,Personality and Social Psychology Bulletin,2018,1434
"Park, Lora",Lora,Park,female,Journal of Applied Social Psychology,2016,1925
"Espinosa, Lorelle",Lorelle,Espinosa,female,Harvard Educational Review,2011,782
"Espinosa, Lorelle",Lorelle, Espinosa,female,Harvard Educational Review,2011,780
"Krenitsky, Loretta",Loretta, Krenitsky,female,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,811
"Snyder, Lori Anderson",Lori Anderson, Snyder,NA,Journal of Diversity in Higher Education,2009,121
"Roberson, Loriann",Loriann, Roberson,female,Journal of Vocational Behavior,2018,616
"Berk, Louis",Louis,Berk,male,Advances in Physiology Education,2014,69
"Soe, Louise",Louise,Soe,female,Women's Studies,2008,1853
"Archer, Louise",Louise,Archer,female,American Educational Research Journal,2017,1312
"McHugh, Louise",Louise, McHugh,female,Journal of Contextual Behavioral Science,2017,572
"Archer, Louise",Louise, Archer,female,Sex Roles,2017,1790
"Taylor, Lowell",Lowell, Taylor,male,American Economic Review,2016,50
"Esteves, Luciana",Luciana, Esteves,female,Palgrave Communications,2018,1590
"Yeomans, Lucy",Lucy, Yeomans,female,American Educational Research Journal,2017,1316
"Yeomans, Lucy",Lucy, Yeomans,female,Sex Roles,2017,1794
"Marzilli, Luigi",Luigi, Marzilli,male,Journal of chemical education,2014,37
"Zingales, Luigi",Luigi, Zingales,male,Proceedings of the National Academy of Sciences of the United States of America,2014,1038
"Amaral, Luís A. Nunes",Luís A. Nunes, Amaral,NA,PLoS Biology,2016,1124
"Davis, Lydia",Lydia, Davis,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,304
"Howell, Lydia",Lydia, Howell,female,Journal of Women's Health,2011,1025
"Bentley, Lydia",Lydia, Bentley,female,Cognition and Instruction,2017,1202
"Liben, Lynn",Lynn,Liben,female,Role of Gender in Educational Contexts and Outcomes,2014,665
"Farrell, Lynn",Lynn,Farrell,female,Journal of Contextual Behavioral Science,2017,571
"McGrath, Lynn",Lynn, McGrath,female,PRIMUS,2018,1850
"Kanny, M. Allison",M. Allison, Kanny,NA,Journal of Higher Education,2017,1264
"Kanny, M. Allison",M. Allison, Kanny,NA,Research in Higher Education,2016,1739
"Barnes, M. Elizabeth",M. Elizabeth, Barnes,NA,PLoS ONE,2018,1168
"Fague, M.A.",M.A., Fague,NA,Group Processes and Intergroup Relations,2018,1364
"Gross, M.D.",M.D., Gross,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,268
"Syme, Maggie",Maggie, Syme,female,Journal of Psychoeducational Assessment,2012,1415
"Holmes, Maja",Maja,Holmes,female,Innovative Higher Education,2016,1605
"Siker, Malika",Malika, Siker,female,Advances in Radiation Oncology,2018,504
"Zarske, Malinda",Malinda, Zarske,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,238
"Redel, Mallory",Mallory, Redel,female,ACM International Conference on Measurement and Modeling of Computer Systems,2018,350
"Dutt, Manjul",Manjul,Dutt,NA,Scientia Horticulturae,2018,667
"Paechter, Manuela",Manuela, Paechter,female,Frontiers in Psychology,2017,769
"Wasburn, Mara",Mara,Wasburn,female,International Journal of Information and Communication Technology Education (IJICTE),2007,792
"Evans, Mara",Mara, Evans,female,CBE Life Sciences Education,2017,192
"Goulden, Marc",Marc,Goulden,male,Annals of the American Academy of Political and Social Science,2011,1326
"Lerchenmueller, Marc",Marc,Lerchenmueller,male,Research Policy,2018,663
"Lobel, Marci",Marci, Lobel,female,Sex Roles,2011,1807
"Gumpertz, Marcia",Marcia,Gumpertz,female,PLoS ONE,2017,1151
"Bailey, Margaret",Margaret, Bailey,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,324
"Rossiter, Margaret",Margaret,Rossiter,female,Centaurus,2012,1913
"Eisenhart, Margaret",Margaret, Eisenhart,female,Journal of the Learning Sciences,2017,1287
"Beier, Margaret",Margaret, Beier,female,Journal of educational psychology,2013,151
"Foster, Margaret",Margaret, Foster,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,236
"Bailey, Margaret",Margaret, Bailey,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,245
"Kelley, Margaret",Margaret,Kelley,female,Gender and Education,2018,1234
"Sardo, Margarida",Margarida, Sardo,NA,Science Communication,2017,1526
"Bernal, Margarita",Margarita, Bernal,female,Scientometrics,2010,11
"Bernal, Margarita",Margarita, Bernal,female,Science & Public Policy,2014,1084
"Charles, Maria",Maria, Charles,female,Social Sciences,2018,1010
"Ong, Maria",Maria, Ong,female,Journal of Diversity in Higher Education,2015,119
"Ong, Maria",Maria,Ong,female,Journal of Research in Science Teaching,2018,880
"Ong, Maria",Maria,Ong,female,Harvard Educational Review,2011,778
"Oliver-Hoyo, Maria",Maria, Oliver-Hoyo,female,New Directions for Institutional Research,2011,948
"Adamuti-Trache, Maria",Maria,Adamuti-Trache,female,International Journal of Science Education,2014,1247
"Kordaki, Maria",Maria, Kordaki,female,Procedia - Social and Behavioral Sciences,2015,652
"Bolognesi, Maria",Maria, Bolognesi,female,ACS Medicinal Chemistry Letters,2017,355
"Kelly, Maria",Maria, Kelly,female,Advances in Radiation Oncology,2018,510
"Ong, Maria",Maria, Ong,female,Journal of Engineering Education,2017,959
"Miquel, María-José",María-José, Miquel,NA,Journal of Business Research,2016,570
"Di Stefano, Marialusia",Marialusia, Di Stefano,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,293
"Page, Marianne",Marianne, Page,female,Quarterly Journal of Economics,2010,1081
"Paretti, Marie",Marie, Paretti,female,Social Psychology of Education,2013,1830
"Hammond, Marie",Marie, Hammond,female,Journal of Psychoeducational Assessment,2012,1418
"Suizzo, Marie-Anne.",Marie-Anne., Suizzo,NA,Journal of Women and Minorities in Science and Engineering,2017,372
"Reyes, Marie-Elena",Marie-Elena,Reyes,NA,Harvard Educational Review,2011,783
"Cabay, Marilyn.",Marilyn.,Cabay,NA,Social Sciences,2018,978
"Piacentini, Mario",Mario, Piacentini,male,Research Policy,2018,662
"Vichayapai, Marissa",Marissa, Vichayapai,female,Psychology of Women Quarterly,2013,1483
"Hartwig, Marissa",Marissa, Hartwig,female,Sex Roles,2018,1757
"Vichayapai, Marissa",Marissa, Vichayapai,female,Social Psychological and Personality Science,2011,1537
"Muguira, Maritza",Maritza, Muguira,female,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,809
"Horton, Marjorie",Marjorie, Horton,female,Learning Communities: Research & Practice,2016,712
"Engberg, Mark",Mark,Engberg,male,Teachers College Record,2013,496
"Connolly, Mark",Mark,Connolly,male,CBE Life Sciences Education,2018,196
"Zanna, Mark",Mark, Zanna,male,Journal of educational psychology,2015,156
"Depot, Mark",Mark, Depot,male,Journal of Career Development,2013,1393
"Goodman, Mark",Mark, Goodman,male,JCOM: Journal of Science Communication,2009,1562
"Taylor, Mark",Mark, Taylor,male,Academe,2009,29
"Davison, Mark",Mark,Davison,male,Measurement and Evaluation in Counseling and Development,2014,1425
"Ellis, Mark",Mark, Ellis,male,Economic Geography,2017,1843
"Kanagui-Muñoz, Marlen",Marlen, Kanagui-Muñoz,female,Journal of vocational behavior,2015,594
"Sales-Pardo, Marta",Marta, Sales-Pardo,female,PLoS Biology,2016,1119
"Makowski, Martha",Martha, Makowski,female,American Educational Research Journal,2018,1311
"Bottia, Martha",Martha,Bottia,female,Economics of Education Review,2015,554
"Potvin, Martha",Martha, Potvin,female,Bioscience,2015,1076
"Chemers, Martin",Martin, Chemers,male,Emerging Adulthood,2018,1343
"Ndicu, Martin",Martin, Ndicu,male,Communications of the Association for Information Systems,2018,841
"Chemers, Martin",Martin, Chemers,male,Journal of Social Issues,2011,1937
"Feeney, Mary",Mary,Feeney,female,Science & Public Policy,2014,1083
"Fitzpatrick, Mary",Mary, Fitzpatrick,female,Journal of vocational behavior,2013,631
"Mason, Mary",Mary, Mason,female,Annals of the American Academy of Political and Social Science,2011,1327
"Wyer, Mary",Mary, Wyer,female,New Directions for Institutional Research,2011,947
"Kasarda, Mary",Mary, Kasarda,female,Insights on Learning Disabilities,2014,967
"Hynes, Mary",Mary, Hynes,female,Cell Stem Cell,2015,464
"Juhas, Mary",Mary, Juhas,female,Peer Review,2014,359
"Hermann, Mary",Mary, Hermann,female,Journal of Diversity in Higher Education,2016,115
"Alfred, Mary",Mary, Alfred,female,Journal of STEM Education : Innovations and Research,2014,800
"Thornbush, Mary",Mary,Thornbush,female,International Journal of Environmental Research and Public Health,2016,968
"Armstrong, Mary",Mary,Armstrong,female,Journal of Women and Minorities in Science and Engineering,2015,409
"Blair-Loy, Mary",Mary,Blair-Loy,female,Social Sciences,2017,999
"Feeney, Mary",Mary,Feeney,female,Scientometrics,2010,10
"McCracken, Mary",Mary, McCracken,female,Journal of Autism and Developmental Disorders,2013,1653
"McGarvey, Mary",Mary, McGarvey,female,Review of Regional Studies,2017,1874
"Blair-Loy, Mary",Mary, Blair-Loy,female,American Journal of Cultural Sociology,2018,1097
"Murphy, Mary",Mary, Murphy,female,Frontiers in Psychology,2017,730
"Fischer, Mary",Mary, Fischer,female,Social Psychology of Education,2012,1841
"Amon, Mary",Mary,Amon,female,Frontiers in Psychology,2017,750
"Schaefer, Mary",Mary,Schaefer,female,Employment relations today,2015,874
"Armstrong, Mary",Mary,Armstrong,female,Journal of Diversity in Higher Education,2017,133
"Fox, Mary Frank",Mary Frank,Fox,NA,Gender & Society,2011,1346
"Wellenstein, Mary Jo",Mary Jo, Wellenstein,NA,"2007 37th Annual Frontiers In Education Conference - Global Engineering: Knowledge Without Borders, Opportunities Without Passports",2007,812
"Santovec, Mary Lou",Mary Lou,Santovec,NA,Women in Higher Education,2014,928
"D'Allegro, Mary Lou",Mary Lou, D'Allegro,NA,Contemporary Issues in Education Research,2011,485
"Gasman, Marybeth",Marybeth, Gasman,female,Research in Higher Education,2009,1730
"Cruz, Mateo",Mateo, Cruz,male,Journal of Vocational Behavior,2018,613
"O'Donnell, Matt",Matt, O'Donnell,male,Journal of Technology Transfer,2017,1700
"Franchetti, Matthew",Matthew,Franchetti,male,Journal of STEM Education : Innovations and Research,2010,801
"Ohland, Matthew",Matthew, Ohland,male,Journal of Engineering Education,2012,965
"Miller, Matthew",Matthew, Miller,male,Journal of Counseling Psychology,2018,100
"Miller, Matthew",Matthew, Miller,male,Journal of vocational behavior,2015,624
"Cannady, Matthew",Matthew,Cannady,male,Science Education,2014,909
"Soldner, Matthew",Matthew,Soldner,male,Journal of Higher Education,2012,1277
"Mars, Matthew",Matthew, Mars,male,Review of Higher Education,2016,1864
"Cannady, Matthew",Matthew, Cannady,male,International Journal of Science Education,2018,1252
"Irvin, Matthew",Matthew, Irvin,male,Early Childhood Research Quarterly,2018,1101
"Francisco, Matthew",Matthew, Francisco,male,Journal of Science Education and Technology,2016,1678
"Townley, Matthew",Matthew, Townley,male,Economic Geography,2017,1844
"Hunsinger, Matthew",Matthew, Hunsinger,male,Proceedings of the National Academy of Sciences of the United States of America,NA,1035
"Hunsinger, Matthew",Matthew, Hunsinger,male,Journal of personality and social psychology,2011,171
"Mehl, Matthias",Matthias, Mehl,male,Social Psychological and Personality Science,2011,1543
"Bairley, Maura",Maura, Bairley,female,Journal of Vocational Behavior,2018,614
"Borrego, Maura",Maura, Borrego,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,232
"Valentine, Maureen",Maureen, Valentine,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,246
"Valentine, Maureen",Maureen, Valentine,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,327
"Amechi, Mauriell",Mauriell, Amechi,NA,Journal of Diversity in Higher Education,2014,127
"Houck, Max",Max, Houck,male,Forensic Science Policy & Management: An International Journal,2014,1846
"Beasley, Maya",Maya,Beasley,female,Social Psychology of Education,2012,1840
"Anazco, Mayari I.",Mayari I., Anazco,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,277
"Wilbur, Meaghan",Meaghan, Wilbur,female,SMPTE Motion Imaging Journal,2018,1571
"Habashi, Meara",Meara, Habashi,female,Motivation and Emotion,2012,1709
"Kearns, Megan",Megan, Kearns,female,Journal of Womens Health,2016,1020
"Keogh, Megan",Megan,Keogh,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,237
"Cusick, Megan",Megan, Cusick,female,Journal of Counseling Psychology,2018,101
