author,fname,lastn,gender,pubtitle,date,id,pubtype
"Dasgupta, Nilanjana",Nilanjana,Dasgupta,NA,Proceedings of the National Academy of Sciences of the United States of America,2015,303,conference
"Dasgupta, Nilanjana",Nilanjana,Dasgupta,NA,Proceedings of the National Academy of Sciences of the United States of America,2017,305,conference
"Sapienza, Paola",Paola,Sapienza,female,Proceedings of the National Academy of Sciences of the United States of America,2014,1126,conference
"Monaco, Paul",Paul,Monaco,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1754,conference
"Jensen, Paula",Paula,Jensen,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,615,conference
"Hammrich, Penny",Penny,Hammrich,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,515,conference
"Pennings, Pleuni",Pleuni,Pennings,NA,ACM Conference on Innovation and Technology in Computer Science Education,2018,996,conference
"Imoukhuede, Princess",Princess,Imoukhuede,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,582,conference
"Imoukhuede, Princess",Princess,Imoukhuede,female,Proceedings of the ASEE Annual Conference & Exposition,2018,583,conference
"Baker, Rachel",Rachel,Baker,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,62,conference
"Rincon, Roberta",Roberta,Rincon,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1070,conference
"Rincon, Roberta",Roberta,Rincon,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1069,conference
"Andreasen, Robin",Robin,Andreasen,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,34,conference
"Brandt, Ronald",Ronald,Brandt,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2015,1485,conference
"Edzie, Rosemary",Rosemary,Edzie,female,7th IEEE GCC Conference and Exhibition (GCC),2015,366,conference
"Mendenhall, Ruby",Ruby,Mendenhall,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,850,conference
"Mendenhall, Ruby",Ruby,Mendenhall,female,Proceedings of the ASEE Annual Conference & Exposition,2018,851,conference
"Jordan-Bloch, Sara",Sara,Jordan-Bloch,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,632,conference
"Mullen, Sarah",Sarah,Mullen,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,908,conference
"Beverly, Selyna",Selyna,Beverly,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,119,conference
"Brady, Shabnam",Shabnam,Brady,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,151,conference
"Kamberi, Shahnaz",Shahnaz,Kamberi,female,Proceedings of the 7th IEEE Integrated STEM Education Conference,2017,647,conference
"Mason, Sharon",Sharon,Mason,female,Proceedings of the ASEE Annual Conference & Exposition,2015,811,conference
"Mason, Sharon",Sharon,Mason,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,810,conference
"Freese, Shelby",Shelby,Freese,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,420,conference
"Cohen, Shoshanah",Shoshanah,Cohen,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,254,conference
"Gupta, Siddhartha",Siddhartha,Gupta,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1620,conference
"Coffman-Wolph, Stephany",Stephany,Coffman-Wolph,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,253,conference
"Ceci, Stephen",Stephen,Ceci,male,Proceedings of the National Academy of Sciences of the United States of America,2015,1505,conference
"Kellogg, Stuart",Stuart,Kellogg,male,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1666,conference
"Mengel, Susan",Susan,Mengel,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,852,conference
"Zurn-Birkhimer, Suzanne",Suzanne,Zurn-Birkhimer,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1438,conference
"Sontgerath, Suzanne",Suzanne,Sontgerath,female,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,1218,conference
"Carter, T'Shana",T'Shana,Carter,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2017,203,conference
"Dennehy, Tara",Tara,Dennehy,female,Proceedings of the National Academy of Sciences of the United States of America,2017,320,conference
"Taha, Thiab",Thiab,Taha,NA,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",2017,1872,conference
"Potter, Walter",Walter,Potter,male,"Proceedings - 2016 International Conference on Computational Science and Computational Intelligence, CSCI 2016",2017,1796,conference
"Williams, Wendy",Wendy,Williams,female,Proceedings of the National Academy of Sciences of the United States of America,2015,1368,conference
"Zastavker, Yevgeniya",Yevgeniya,Zastavker,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1431,conference
"Wu, Zhen",Zhen,Wu,NA,"ASEE Annual Conference and Exposition, Conference Proceedings",2018,1393,conference
