author,fname,lastn,gender,pubtitle,date,id,pubtype
"Cappaert, Kevin",Kevin,Cappaert,male,Journal of vocational behavior,2013,1497,journal
"Rask, Kevin",Kevin,Rask,male,Economics of Education Review,2010,1806,journal
"Brown, Kevin",Kevin,Brown,male,Frontiers in Psychology,2017,1490,journal
"Eggan, Kevin",Kevin,Eggan,male,Cell Stem Cell,2015,1564,journal
"Mahoney, Kevin",Kevin,Mahoney,male,Journal of Career Assessment,2012,1718,journal
"Cappaert, Kevin",Kevin,Cappaert,male,Journal of vocational behavior,2016,1496,journal
"Bonham, Kevin",Kevin,Bonham,male,PLoS Computational Biology,2017,1479,journal
"Weeden, Kim",Kim,Weeden,female,Social science research,2013,1341,journal
"Weeden, Kim",Kim,Weeden,female,Sociological Science,2017,1342,journal
"Shauman, Kimberlee",Kimberlee,Shauman,female,Social Sciences,2017,1172,journal
"Shauman, Kimberlee",Kimberlee,Shauman,female,Annual Review of Sociology,2015,1171,journal
"Jeffers, Kimberly",Kimberly,Jeffers,female,Journal of Women and Minorities in Science and Engineering,2011,613,journal
"Griffin, Kimberly",Kimberly,Griffin,female,PLoS ONE,2014,486,journal
"Talley, Kimberly",Kimberly,Talley,female,International Journal of STEM Education,2017,1262,journal
"Jeffers, Kimberly",Kimberly,Jeffers,female,Journal of Women and Minorities in Science and Engineering,2011,614,journal
"Harris, Kimberly",Kimberly,Harris,female,Science Education,2014,526,journal
"Bryan, Kimberly",Kimberly,Bryan,female,Gender and Education,2018,168,journal
"Freeman, Kimberly",Kimberly,Freeman,female,Review of Research in Education,2018,419,journal
"Eagleston, Kimberly",Kimberly,Eagleston,female,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,355,journal
"Jackson, Kimberly",Kimberly,Jackson,female,Peer review,2014,607,journal
"Fath, Kimberly",Kimberly,Fath,female,Journal of Leadership Studies,2013,393,journal
"Thomas, Kirby",Kirby,Thomas,male,Journal of Higher Education,2018,1885,journal
"Thomas, Kirby",Kirby,Thomas,male,Frontiers in psychology,2015,1883,journal
"Thomas, Kirby",Kirby,Thomas,male,Frontiers in Psychology,2017,1884,journal
"Kokini, Klod",Klod,Kokini,NA,Journal of Women and Minorities in Science and Engineering,2018,1676,journal
"Kokini, Klod",Klod,Kokini,NA,Management Communication Quarterly,2015,1677,journal
"Vasquez, Kris",Kris,Vasquez,male,Adultspan Journal,2014,1897,journal
"Minnotte, Krista",Krista,Minnotte,female,Journal of Diversity in Higher Education,2010,875,journal
"Minnotte, Krista",Krista,Minnotte,female,Journal of Feminist Family Therapy,2017,876,journal
"Minnotte, Krista",Krista,Minnotte,female,Sociological Focus,2018,877,journal
"Salomon, Kristen",Kristen,Salomon,female,Psychology of Women Quarterly,2018,1118,journal
"Intemann, Kristen",Kristen,Intemann,female,Journal of Diversity in Higher Education,2017,592,journal
"Schilt, Kristen",Kristen,Schilt,female,"Gender, Work and Organization",2017,1144,journal
"Splinter, Kristen",Kristen,Splinter,female,Palgrave Communications,2018,1221,journal
"Harvey, Kristin",Kristin,Harvey,female,Journal of Women and Minorities in Science and Engineering,2017,530,journal
"Smith, Kristin",Kristin,Smith,female,Social Sciences,2017,1208,journal
"Haltinner, Kristin",Kristin,Haltinner,female,Social Sciences,2018,512,journal
"Smith, Kristin",Kristin,Smith,female,Cell Stem Cell,2015,1207,journal
"Dillon-Lieberman, Kristin",Kristin,Dillon-Lieberman,female,Journal of Career Development,2013,336,journal
"Smith, Kristin",Kristin,Smith,female,Cell Stem Cell,2015,1206,journal
"Lui, Kristine",Kristine,Lui,female,Journal of Women and Minorities in Science and Engineering,2017,771,journal
"Pena, Kylee",Kylee,Pena,female,SMPTE Motion Imaging Journal,2018,994,journal
"Perez-Felkneri, Lara",Lara,Perez-Felkneri,female,Frontiers in Psychology,2017,1002,journal
"Perez-Felkner, Lara",Lara,Perez-Felkner,female,Frontiers in psychology,2015,1000,journal
"Perez-Felkner, Lara",Lara,Perez-Felkner,female,Frontiers in Psychology,2017,999,journal
"Perez-Felkner, Lara",Lara,Perez-Felkner,female,Developmental psychology,2012,998,journal
"Abraham-Hilaire, Latecia",Latecia,Abraham-Hilaire,NA,Social Sciences,2018,3,journal
"Briggs, LaTese",LaTese,Briggs,NA,Cell Stem Cell,2015,158,journal
"Parson, Laura",Laura,Parson,female,NASPA Journal About Women in Higher Education,2017,980,journal
"Palumbo, Laura",Laura,Palumbo,female,Journal of Academic Librarianship,2016,969,journal
"Rogers, Laura",Laura,Rogers,female,American Journal of Cultural Sociology,2018,1085,journal
"Ramsey, Laura",Laura,Ramsey,female,Social Psychology of Education,2013,1044,journal
"Rhoton, Laura",Laura,Rhoton,female,Gender & Society,2011,1055,journal
"Fogg-Rogers, Laura",Laura,Fogg-Rogers,female,Science Communication,2017,407,journal
"Paulson, Laura",Laura,Paulson,female,Research in Higher Education,2015,988,journal
"Katz, Laura",Laura,Katz,female,Cell Biology Education,2017,660,journal
"Edwards, Laura",Laura,Edwards,female,Bulletin of the American Meteorological Society,2013,365,journal
"Perna, Laura",Laura,Perna,female,Research in Higher Education,2009,1003,journal
"Kenefic, Laura",Laura,Kenefic,female,BioScience,2015,671,journal
"Bella, Laura",Laura,Bella,female,Group Processes & Intergroup Relations,2016,98,journal
"Rogers, Laura",Laura,Rogers,female,Social Sciences,2017,1086,journal
"Parson, Laura",Laura,Parson,female,Qualitative Report,2016,981,journal
"Perez-Felkner, Laura",Laura,Perez-Felkner,female,Journal of Higher Education,2018,1001,journal
"Monje-Paulson, Laura",Laura,Monje-Paulson,female,Journal of Higher Education,2017,886,journal
"Kooiman, Laura",Laura,Kooiman,female,Sex Roles,2018,699,journal
"McCullough, Laura",Laura,McCullough,female,Forum on Public Policy Online,2011,827,journal
"Beckett, Laurel",Laurel,Beckett,female,Journal of Women's Health,2011,87,journal
"Smith-Doerr, Laurel",Laurel,Smith-Doerr,female,Social Sciences,2017,1210,journal
"Sullivan, Lauren",Lauren,Sullivan,female,PLoS ONE,2018,1255,journal
"Bowman, Lauren",Lauren,Bowman,female,Science & Public Policy,2014,149,journal
"Valentino, Lauren",Lauren,Valentino,female,Social Currents,2016,1294,journal
"Valentino, Lauren",Lauren,Valentino,female,Economics of Education Review,2015,1293,journal
"Hawthorne, Lauren",Lauren,Hawthorne,female,Personality and Social Psychology Bulletin,2013,531,journal
"Blackwell, Lauren",Lauren,Blackwell,female,Journal of Diversity in Higher Education,2009,128,journal
"Russell, Lauren",Lauren,Russell,female,Economics of Education Review,2017,1109,journal
"Brewer, Lauren",Lauren,Brewer,female,Sex Roles,2018,157,journal
"Hudson, Lauren",Lauren,Hudson,female,Sex Roles,2013,572,journal
"Glimcher, Laurie",Laurie,Glimcher,female,Cell Stem Cell,2015,465,journal
"O'Brien, Laurie",Laurie,O'Brien,female,Social Psychology of Education,2015,942,journal
"Kauffman, Laurie",Laurie,Kauffman,female,American Journal of Physical Anthropology,2018,661,journal
"O'Brien, Laurie",Laurie,O'Brien,female,Cultural diversity & ethnic minority psychology,2014,941,journal
"Charleston, LaVar",LaVar,Charleston,male,Journal for Multicultural Education,2016,1511,journal
"Charleston, LaVar",LaVar,Charleston,male,Journal of Diversity in Higher Education,2014,1512,journal
"Melon, Laverne",Laverne,Melon,male,CBE Life Sciences Education,2016,1739,journal
"Coder, LeAnne",LeAnne,Coder,female,Journal of Economic Psychology,2008,252,journal
"Penn, Lee",Lee,Penn,male,Journal of Counseling Psychology,2018,1786,journal
"Laemmle, Lena",Lena,Laemmle,female,Annals of the New York Academy of Sciences,2016,714,journal
"Winfield, Leyte",Leyte,Winfield,NA,Peer review,2014,1378,journal
"Erpen, Ligia",Ligia,Erpen,female,Scientia Horticulturae,2018,376,journal
"Cortina, Lilia",Lilia,Cortina,female,Psychology of Women Quarterly,2013,266,journal
"Wu, Lillian",Lillian,Wu,female,Issues in Science & Technology,2011,1391,journal
"Eby, Lillian",Lillian,Eby,female,CBE Life Sciences Education,2017,358,journal
"Jiang, Lily",Lily,Jiang,female,Psychological bulletin,2017,617,journal
"Ko, Lily",Lily,Ko,female,Journal of Diversity in Higher Education,2015,694,journal
"Ko, Lily",Lily,Ko,female,Journal of Research in Science Teaching,2018,695,journal
"Sax, Linda",Linda,Sax,female,Research in Higher Education,2015,1139,journal
"Sax, Linda",Linda,Sax,female,New Directions for Institutional Research,2011,1136,journal
"Fuselier, Linda",Linda,Fuselier,female,Journal of Baltic Science Education,2010,428,journal
"Sax, Linda",Linda,Sax,female,Journal of Higher Education,2017,1135,journal
"Sax, Linda",Linda,Sax,female,Research in Higher Education,2016,1138,journal
"Kamas, Linda",Linda,Kamas,female,Journal of Economic Behavior & Organization,2012,646,journal
"Garavalia, Linda",Linda,Garavalia,female,Leadership & Management in Engineering,2010,434,journal
"Sax, Linda",Linda,Sax,female,Physical Review Physics Education Research,2016,1137,journal
"Subich, Linda",Linda,Subich,female,Journal of vocational behavior,2017,1252,journal
"Sax, Linda",Linda,Sax,female,Computer Science Education,2017,1134,journal
"Hagedorn, Linda",Linda,Hagedorn,female,Community College Review,2012,506,journal
"Claiborn, Lindsay",Lindsay,Claiborn,female,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,239,journal
"Rice, Lindsay",Lindsay,Rice,female,Sex Roles,2015,1058,journal
"Streamer, Lindsey",Lindsey,Streamer,female,Journal of Applied Social Psychology,2016,1246,journal
"Streamer, Lindsey",Lindsey,Streamer,female,Personality and Social Psychology Bulletin,2018,1247,journal
"Anderson, Lindsey",Lindsey,Anderson,female,Journal of Women and Minorities in Science and Engineering,2018,32,journal
"Anderson, Lindsey",Lindsey,Anderson,female,Management Communication Quarterly,2015,33,journal
"Hopewell, Lindsey",Lindsey,Hopewell,female,Review of Policy Research,2009,560,journal
"Chen, Ling-Ling",Ling-Ling,Chen,NA,Genome biology,2016,224,journal
"Avallone, Linnea",Linnea,Avallone,female,Bulletin of the American Meteorological Society,2013,52,journal
"Rosenthal, Lisa",Lisa,Rosenthal,female,Journal of Social Issues,2011,1090,journal
"Rosenthal, Lisa",Lisa,Rosenthal,female,Psychological science,2013,1091,journal
"McLoughlin, Lisa",Lisa,McLoughlin,female,Engineering Studies,2009,836,journal
"Benson, Lisa",Lisa,Benson,female,Social Sciences,2018,103,journal
"Rosenthal, Lisa",Lisa,Rosenthal,female,Sex Roles,2011,1092,journal
"Flores, Lisa",Lisa,Flores,female,Journal of vocational behavior,2015,406,journal
"Torres, Lisette",Lisette,Torres,female,Cultural Studies of Science Education,2015,1281,journal
"Torres, Lisette",Lisette,Torres,female,International Journal of Science in Society,2012,1282,journal
"Bergeron, Liz",Liz,Bergeron,female,International Journal of Science and Mathematics Education,2017,106,journal
"Finkel, Liza",Liza,Finkel,female,Journal of Science Education and Technology,2017,400,journal
"Park, Lora",Lora,Park,female,Personality and Social Psychology Bulletin,2011,977,journal
"Park, Lora",Lora,Park,female,Personality and Social Psychology Bulletin,2018,978,journal
"Park, Lora",Lora,Park,female,Journal of Applied Social Psychology,2016,976,journal
"Espinosa, Lorelle",Lorelle,Espinosa,female,Harvard Educational Review,2011,379,journal
"Espinosa, Lorelle",Lorelle,Espinosa,female,Harvard Educational Review,2011,378,journal
"Jockers, Lori",Lori,Jockers,female,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,620,journal
"Jockers, Lori",Lori,Jockers,female,2017 IEEE Women in Engineering (WIE) Forum USA East,2018,619,journal
"Snyder, Lori Anderson",Lori Anderson,Snyder,NA,Journal of Diversity in Higher Education,2009,1211,journal
"Roberson, Loriann",Loriann,Roberson,female,Journal of Vocational Behavior,2018,1078,journal
"Berk, Louis",Louis,Berk,male,Advances in Physiology Education,2014,1474,journal
"McHugh, Louise",Louise,McHugh,female,Journal of Contextual Behavioral Science,2017,835,journal
"Soe, Louise",Louise,Soe,female,Women's Studies,2008,1213,journal
"Archer, Louise",Louise,Archer,female,Sex Roles,2017,41,journal
"Archer, Louise",Louise,Archer,female,American Educational Research Journal,2017,40,journal
"Taylor, Lowell",Lowell,Taylor,male,American Economic Review,2016,1878,journal
"Esteves, Luciana",Luciana,Esteves,female,Palgrave Communications,2018,380,journal
"Yeomans, Lucy",Lucy,Yeomans,female,Sex Roles,2017,1413,journal
"Yeomans, Lucy",Lucy,Yeomans,female,American Educational Research Journal,2017,1412,journal
"Marzilli, Luigi",Luigi,Marzilli,male,Journal of chemical education,2014,1729,journal
"Amaral, Luis A. Nunes",Luis A. Nunes,Amaral,NA,PLoS Biology,2016,1451,journal
"Howell, Lydia",Lydia,Howell,female,Journal of Women's Health,2011,565,journal
"Bentley, Lydia",Lydia,Bentley,female,Cognition and Instruction,2017,104,journal
"Liben, Lynn",Lynn,Liben,female,Role of Gender in Educational Contexts and Outcomes,2014,736,journal
"Farrell, Lynn",Lynn,Farrell,female,Journal of Contextual Behavioral Science,2017,391,journal
"McGrath, Lynn",Lynn,McGrath,female,PRIMUS,2018,833,journal
"Kanny, M. Allison",M. Allison,Kanny,NA,Research in Higher Education,2016,653,journal
"Kanny, M. Allison",M. Allison,Kanny,NA,Journal of Higher Education,2017,652,journal
"Barnes, M. Elizabeth",M. Elizabeth,Barnes,NA,PLoS ONE,2018,75,journal
"Shelley, Mack",Mack,Shelley,male,Journal of STEM Education : Innovations and Research,2010,1842,journal
"Syme, Maggie",Maggie,Syme,female,Journal of Psychoeducational Assessment,2012,1257,journal
"Holmes, Maja",Maja,Holmes,female,Innovative Higher Education,2016,558,journal
"Siker, Malika",Malika,Siker,female,Advances in Radiation Oncology,2018,1181,journal
"Paechter, Manuela",Manuela,Paechter,female,Frontiers in Psychology,2017,965,journal
"Evans, Mara",Mara,Evans,female,CBE Life Sciences Education,2017,383,journal
"Wasburn, Mara",Mara,Wasburn,female,International Journal of Information and Communication Technology Education (IJICTE),2007,1330,journal
"Lerchenmueller, Marc",Marc,Lerchenmueller,male,Research Policy,2018,1696,journal
"Goulden, Marc",Marc,Goulden,male,Annals of the American Academy of Political and Social Science,2011,1609,journal
"Lobel, Marci",Marci,Lobel,female,Sex Roles,2011,747,journal
"Gumpertz, Marcia",Marcia,Gumpertz,female,PLoS ONE,2017,499,journal
"Beier, Margaret",Margaret,Beier,female,Journal of educational psychology,2013,89,journal
"Kelley, Margaret",Margaret,Kelley,female,Gender and Education,2018,664,journal
"Eisenhart, Margaret",Margaret,Eisenhart,female,Journal of the Learning Sciences,2017,368,journal
"Rossiter, Margaret",Margaret,Rossiter,female,Centaurus,2012,1096,journal
"Sardo, Margarida",Margarida,Sardo,NA,Science Communication,2017,1128,journal
"Bernal, Margarita",Margarita,Bernal,female,Science & Public Policy,2014,109,journal
"Bernal, Margarita",Margarita,Bernal,female,Scientometrics,2010,110,journal
"Adamuti-Trache, Maria",Maria,Adamuti-Trache,female,International Journal of Science Education,2014,8,journal
"Oliver-Hoyo, Maria",Maria,Oliver-Hoyo,female,New Directions for Institutional Research,2011,946,journal
"Ong, Maria",Maria,Ong,female,Journal of Engineering Education,2017,950,journal
"Ong, Maria",Maria,Ong,female,Harvard Educational Review,2011,948,journal
"Bolognesi, Maria",Maria,Bolognesi,female,ACS Medicinal Chemistry Letters,2017,138,journal
"Charles, Maria",Maria,Charles,female,Social Sciences,2018,220,journal
"Kordaki, Maria",Maria,Kordaki,female,Procedia - Social and Behavioral Sciences,2015,700,journal
"Kelly, Maria",Maria,Kelly,female,Advances in Radiation Oncology,2018,670,journal
"Ong, Maria",Maria,Ong,female,Journal of Diversity in Higher Education,2015,949,journal
"Ong, Maria",Maria,Ong,female,Journal of Research in Science Teaching,2018,951,journal
"Miquel, Maria-Jose",Maria-Jose,Miquel,NA,Journal of Business Research,2016,879,journal
"Page, Marianne",Marianne,Page,female,Quarterly Journal of Economics,2010,966,journal
"Paretti, Marie",Marie,Paretti,female,Social Psychology of Education,2013,970,journal
"Hammond, Marie",Marie,Hammond,female,Journal of Psychoeducational Assessment,2012,513,journal
"Suizzo, Marie-Anne.",Marie-Anne.,Suizzo,NA,Journal of Women and Minorities in Science and Engineering,2017,1253,journal
"Reyes, Marie-Elena",Marie-Elena,Reyes,NA,Harvard Educational Review,2011,1054,journal
"Cabay, Marilyn.",Marilyn.,Cabay,NA,Social Sciences,2018,187,journal
"Piacentini, Mario",Mario,Piacentini,male,Research Policy,2018,1790,journal
"Hartwig, Marissa",Marissa,Hartwig,female,Sex Roles,2018,528,journal
"Vichayapai, Marissa",Marissa,Vichayapai,female,Social Psychological and Personality Science,2011,1305,journal
"Vichayapai, Marissa",Marissa,Vichayapai,female,Psychology of Women Quarterly,2013,1304,journal
"Horton, Marjorie",Marjorie,Horton,female,Learning Communities: Research & Practice,2016,561,journal
"Depot, Mark",Mark,Depot,male,Journal of Career Development,2013,1545,journal
"Davison, Mark",Mark,Davison,male,Measurement and Evaluation in Counseling and Development,2014,1538,journal
"Engberg, Mark",Mark,Engberg,male,Teachers College Record,2013,1567,journal
"Taylor, Mark",Mark,Taylor,male,Academe,2009,1879,journal
"Zanna, Mark",Mark,Zanna,male,Journal of educational psychology,2015,1934,journal
"Goodman, Mark",Mark,Goodman,male,JCOM: Journal of Science Communication,2009,1604,journal
"Ellis, Mark",Mark,Ellis,male,Economic Geography,2017,1566,journal
"Connolly, Mark",Mark,Connolly,male,CBE Life Sciences Education,2018,1527,journal
"Kanagui-Munoz, Marlen",Marlen,Kanagui-Munoz,female,Journal of vocational behavior,2015,648,journal
"Sales-Pardo, Marta",Marta,Sales-Pardo,female,PLoS Biology,2016,1117,journal
"Makowski, Martha",Martha,Makowski,female,American Educational Research Journal,2018,791,journal
"Potvin, Martha",Martha,Potvin,female,Bioscience,2015,1025,journal
"Bottia, Martha",Martha,Bottia,female,Economics of Education Review,2015,145,journal
"Chemers, Martin",Martin,Chemers,male,Journal of Social Issues,2011,1514,journal
"Chemers, Martin",Martin,Chemers,male,Emerging Adulthood,2018,1513,journal
"Ndicu, Martin",Martin,Ndicu,male,Communications of the Association for Information Systems,2018,1765,journal
"Kasarda, Mary",Mary,Kasarda,female,Insights on Learning Disabilities,2014,658,journal
"Fischer, Mary",Mary,Fischer,female,Social Psychology of Education,2012,402,journal
"Schaefer, Mary",Mary,Schaefer,female,Employment relations today,2015,1142,journal
"Feeney, Mary",Mary,Feeney,female,Scientometrics,2010,396,journal
"Blair-Loy, Mary",Mary,Blair-Loy,female,American Journal of Cultural Sociology,2018,130,journal
"Blair-Loy, Mary",Mary,Blair-Loy,female,Social Sciences,2017,131,journal
"Feeney, Mary",Mary,Feeney,female,Science & Public Policy,2014,395,journal
"Wyer, Mary",Mary,Wyer,female,New Directions for Institutional Research,2011,1394,journal
"Alfred, Mary",Mary,Alfred,female,Journal of STEM Education : Innovations and Research,2014,18,journal
"Mason, Mary",Mary,Mason,female,Annals of the American Academy of Political and Social Science,2011,809,journal
"Armstrong, Mary",Mary,Armstrong,female,Journal of Women and Minorities in Science and Engineering,2015,47,journal
"Juhas, Mary",Mary,Juhas,female,Peer Review,2014,639,journal
"Hynes, Mary",Mary,Hynes,female,Cell Stem Cell,2015,581,journal
"Thornbush, Mary",Mary,Thornbush,female,International Journal of Environmental Research and Public Health,2016,1277,journal
"Murphy, Mary",Mary,Murphy,female,Frontiers in Psychology,2017,916,journal
"McCracken, Mary",Mary,McCracken,female,Journal of Autism and Developmental Disorders,2013,826,journal
"Fitzpatrick, Mary",Mary,Fitzpatrick,female,Journal of vocational behavior,2013,404,journal
"Amon, Mary",Mary,Amon,female,Frontiers in Psychology,2017,24,journal
"Hermann, Mary",Mary,Hermann,female,Journal of Diversity in Higher Education,2016,541,journal
"Armstrong, Mary",Mary,Armstrong,female,Journal of Diversity in Higher Education,2017,46,journal
"McGarvey, Mary",Mary,McGarvey,female,Review of Regional Studies,2017,830,journal
"Fox, Mary Frank",Mary Frank,Fox,NA,Gender & Society,2011,415,journal
"Santovec, Mary Lou",Mary Lou,Santovec,NA,Women in Higher Education,2014,1124,journal
"D'Allegro, Mary Lou",Mary Lou,D'Allegro,NA,Contemporary Issues in Education Research,2011,298,journal
"Gasman, Marybeth",Marybeth,Gasman,female,Research in Higher Education,2009,440,journal
"Cruz, Mateo",Mateo,Cruz,male,Journal of Vocational Behavior,2018,1530,journal
"O'Donnell, Matt",Matt,O'Donnell,male,Journal of Technology Transfer,2017,1770,journal
"Miller, Matthew",Matthew,Miller,male,Journal of vocational behavior,2015,1749,journal
"Irvin, Matthew",Matthew,Irvin,male,Early Childhood Research Quarterly,2018,1654,journal
"Cannady, Matthew",Matthew,Cannady,male,International Journal of Science Education,2018,1494,journal
"Hunsinger, Matthew",Matthew,Hunsinger,male,Journal of personality and social psychology,2011,1650,journal
"Francisco, Matthew",Matthew,Francisco,male,Journal of Science Education and Technology,2016,1584,journal
"Soldner, Matthew",Matthew,Soldner,male,Journal of Higher Education,2012,1852,journal
"Franchetti, Matthew",Matthew,Franchetti,male,Journal of STEM Education : Innovations and Research,2010,1583,journal
"Cannady, Matthew",Matthew,Cannady,male,Science Education,2014,1495,journal
"Ohland, Matthew",Matthew,Ohland,male,Journal of Engineering Education,2012,1772,journal
"Mars, Matthew",Matthew,Mars,male,Review of Higher Education,2016,1725,journal
"Townley, Matthew",Matthew,Townley,male,Economic Geography,2017,1887,journal
"Miller, Matthew",Matthew,Miller,male,Journal of Counseling Psychology,2018,1748,journal
"Mehl, Matthias",Matthias,Mehl,male,Social Psychological and Personality Science,2011,1738,journal
"Bairley, Maura",Maura,Bairley,female,Journal of Vocational Behavior,2018,60,journal
"Amechi, Mauriell",Mauriell,Amechi,NA,Journal of Diversity in Higher Education,2014,22,journal
"Houck, Max",Max,Houck,male,Forensic Science Policy & Management: An International Journal,2014,1646,journal
"Beasley, Maya",Maya,Beasley,female,Social Psychology of Education,2012,86,journal
"Wilbur, Meaghan",Meaghan,Wilbur,female,SMPTE Motion Imaging Journal,2018,1360,journal
"Habashi, Meara",Meara,Habashi,female,Motivation and Emotion,2012,503,journal
"Kearns, Megan",Megan,Kearns,female,Journal of Womens Health,2016,662,journal
"Cusick, Megan",Megan,Cusick,female,Journal of Counseling Psychology,2018,291,journal
"Lovering, Meghan",Meghan,Lovering,female,Journal of Career Development,2013,765,journal
"Jones, Meghan",Meghan,Jones,female,Career Development Quarterly,2010,630,journal
"Huntoon, Meghan",Meghan,Huntoon,female,Cultural diversity & ethnic minority psychology,2014,575,journal
"Bathgate, Meghan",Meghan,Bathgate,female,International Journal of Science Education,2018,79,journal
"Sabharwal, Meghna",Meghna,Sabharwal,female,Social Science Journal,2009,1112,journal
"Longhurst, Melanie",Melanie,Longhurst,female,Journal of Counseling Psychology,2016,758,journal
"Stefan, Melanie",Melanie,Stefan,female,PLoS Computational Biology,2017,1230,journal
"Walker, Melanie",Melanie,Walker,female,Higher Education,2015,1319,journal
"Bayne, Melissa",Melissa,Bayne,female,Journal of Social Issues,2011,84,journal
"Burt, Melissa",Melissa,Burt,female,PLoS ONE,2017,177,journal
"Rura, Melissa",Melissa,Rura,female,Photogrammetric Engineering & Remote Sensing,2017,1106,journal
"Dagley, Melissa",Melissa,Dagley,female,Journal of College Student Retention-Research Theory & Practice,2016,294,journal
"McManus, Melissa",Melissa,McManus,female,Journal of personality and social psychology,2011,837,journal
"Gilliam, Melissa",Melissa,Gilliam,female,Journal of Science Education and Technology,2017,455,journal
"Sobel, Melissa",Melissa,Sobel,female,IEEE Technology & Society Magazine,2016,1212,journal
"Koch, Melissa",Melissa,Koch,female,Journal of Science Education and Technology,2016,696,journal
"Rivers, Melissa",Melissa,Rivers,female,Social Sciences,2018,1075,journal
"Aikens, Melissa",Melissa,Aikens,female,CBE Life Sciences Education,2017,15,journal
"Gordon, Melissa",Melissa,Gordon,female,International Journal of Science and Mathematics Education,2017,477,journal
"Fuesting, Melissa",Melissa,Fuesting,female,Frontiers in Psychology,2017,425,journal
"Soto, Melissa",Melissa,Soto,female,Change,2015,1220,journal
"Fuesting, Melissa",Melissa,Fuesting,female,Personality and Social Psychology Bulletin,2017,426,journal
"Robertson, Melissa",Melissa,Robertson,female,CBE Life Sciences Education,2017,1079,journal
"Nirenberg, Melissa",Melissa,Nirenberg,female,Cell Stem Cell,2015,930,journal
"Dancy, Melissa",Melissa,Dancy,female,International Journal of STEM Education,2018,300,journal
"Peng, Menglu",Menglu,Peng,NA,Journal of Women and Minorities in Science and Engineering,2017,995,journal
"Liu, Mengting",Mengting,Liu,NA,Social Cognitive and Affective Neuroscience,2018,1710,journal
"Santana, Mercedes",Mercedes,Santana,female,Journal of Career Assessment,2017,1123,journal
"Inda, Mercedes",Mercedes,Inda,female,Journal of vocational behavior,2013,584,journal
"Meyer, Meredith",Meredith,Meyer,female,Science,2014,857,journal
"Durmowicz, Meredith",Meredith,Durmowicz,female,Forum on Public Policy Online,2010,353,journal
"Meyer, Meredith",Meredith,Meyer,female,Frontiers in Psychology,2015,856,journal
"Ray, Merideth",Merideth,Ray,female,Journal of Counseling Psychology,2015,1048,journal
"Steinberg, Mia",Mia,Steinberg,female,Personality and Social Psychology Review,2017,1232,journal
"Steinberg, Mia",Mia,Steinberg,female,Journal of personality and social psychology,2011,1231,journal
"Estrada, Mica",Mica,Estrada,female,Journal of educational psychology,2013,381,journal
"Young, Micaela",Micaela,Young,female,Bioscience,2017,1421,journal
"Gottfried, Michael",Michael,Gottfried,male,Teachers College Record,2017,1608,journal
"Heilemann, Michael",Michael,Heilemann,male,Annals of the New York Academy of Sciences,2016,1634,journal
"Litano, Michael",Michael,Litano,male,Career Development Quarterly,2015,1709,journal
"Barnett, Michael",Michael,Barnett,male,Journal of Career Development,2013,1460,journal
"Pelch, Michael",Michael,Pelch,male,Chemistry Education Research and Practice,2018,1783,journal
"Arnold, Michael",Michael,Arnold,male,Horttechnology,2014,1454,journal
"Fang, Michael",Michael,Fang,male,Annual Review of Sociology,2015,1574,journal
"Fague, Michael",Michael,Fague,male,Group Processes and Intergroup Relations,2018,1572,journal
"Westphall, Michael",Michael,Westphall,male,Journal of the American Society for Mass Spectrometry,2017,1919,journal
"Martin, Michael",Michael,Martin,male,Journal of Agricultural Education,2015,1727,journal
"Pelch, Michael",Michael,Pelch,male,International Journal of STEM Education,2018,1784,journal
"Cadaret, Michael",Michael,Cadaret,male,Journal of vocational behavior,2017,1492,journal
"Georgiopoulos, Michael",Michael,Georgiopoulos,male,Journal of College Student Retention-Research Theory & Practice,2016,1600,journal
"Porche, Michelle",Michelle,Porche,female,Urban Education,2014,1023,journal
"Camacho, Michelle",Michelle,Camacho,female,Journal of Engineering Education,2012,190,journal
"Vieyra, Michelle",Michelle,Vieyra,female,Council on Undergraduate Research Quarterly,2011,1306,journal
"Stephens, Michelle",Michelle,Stephens,female,PLoS ONE,2018,1235,journal
"Hebl, Michelle",Michelle,Hebl,female,Gender in Management,2008,534,journal
"Chang, Mido",Mido,Chang,NA,Higher Education,2012,216,journal
"Barnett, Mike",Mike,Barnett,male,Journal of Science Education and Technology,2016,1461,journal
"Kim, Mikyong",Mikyong,Kim,NA,Career Development Quarterly,2014,685,journal
"Wan, Min",Min,Wan,NA,Journal of vocational behavior,2016,1322,journal
"Tsui, Ming",Ming,Tsui,male,Chinese Sociological Review,2016,1893,journal
"Wang, Ming-Te",Ming-Te,Wang,NA,Psychological Science,2013,1909,journal
"Wang, Ming-Te",Ming-Te,Wang,NA,Developmental Review,2013,1905,journal
"Wang, Ming-Te",Ming-Te,Wang,NA,International Journal of Behavioral Development,2016,1908,journal
"Wang, Ming-Te",Ming-Te,Wang,NA,Educational Psychology Review,2017,1906,journal
"Wang, Ming-Te",Ming-Te,Wang,NA,Frontiers in Psychology,2015,1907,journal
"Ly, Minh",Minh,Ly,male,Cell Biology Education,2017,1715,journal
"D'Sa, Mitchell",Mitchell,D'Sa,male,Journal of Higher Education,2018,1557,journal
